Name,Year,genres,rating,votes,Key
We Are Twisted Fucking Sister!,2014.0,"['Biography', 'Comedy', 'Documentary']",7.1,1816,"('We Are Twisted Fucking Sister!', 2014.0)"
Messi,2014.0,"['Biography', 'Documentary', 'Sport']",7.1,4663,"('Messi', 2014.0)"
Dior and I,2014.0,['Documentary'],7.2,4197,"('Dior and I', 2014.0)"
The Admiral: Roaring Currents,2014.0,"['Action', 'History', 'War']",7.1,14020,"('The Admiral: Roaring Currents', 2014.0)"
Bou Buttu Bhuta,2025.0,['\\N'],7.8,1723,"('Bou Buttu Bhuta', 2025.0)"
45 Years,2015.0,"['Drama', 'Romance']",7.1,36528,"('45 Years', 2015.0)"
Sing Street,2016.0,"['Comedy', 'Drama', 'Music']",7.9,107083,"('Sing Street', 2016.0)"
Conan O'Brien: The Kennedy Center Mark Twain Prize for American Humor,2025.0,['Comedy'],8.0,1465,"(""Conan O'Brien: The Kennedy Center Mark Twain Prize for American Humor"", 2025.0)"
Sahakutumbaanam,2025.0,['\\N'],9.1,2071,"('Sahakutumbaanam', 2025.0)"
Road,2014.0,"['Biography', 'Documentary', 'Sport']",7.8,1599,"('Road', 2014.0)"
The Bélier Family,2014.0,"['Comedy', 'Drama', 'Music']",7.3,31187,"('The Bélier Family', 2014.0)"
Nas: Time Is Illmatic,2014.0,"['Biography', 'Documentary', 'History']",7.1,3418,"('Nas: Time Is Illmatic', 2014.0)"
Bramhanda,2025.0,['\\N'],8.9,2025,"('Bramhanda', 2025.0)"
Sundays,2025.0,"['Drama', 'Thriller']",7.8,1463,"('Sundays', 2025.0)"
Two Prosecutors,2025.0,"['Biography', 'Crime', 'Drama']",7.1,1035,"('Two Prosecutors', 2025.0)"
Nirvanna the Band the Show the Movie,2025.0,"['Adventure', 'Comedy', 'Sci-Fi']",8.5,1784,"('Nirvanna the Band the Show the Movie', 2025.0)"
Vash Level 2,2025.0,"['Horror', 'Thriller']",7.2,4402,"('Vash Level 2', 2025.0)"
Captain Fantastic,2016.0,"['Adventure', 'Comedy', 'Drama']",7.8,249245,"('Captain Fantastic', 2016.0)"
Through the Needle,2014.0,"['Biography', 'Documentary', 'Drama']",8.7,1242,"('Through the Needle', 2014.0)"
Print the Legend,2014.0,"['Biography', 'Documentary', 'Drama']",7.0,2098,"('Print the Legend', 2014.0)"
The Fool,2014.0,"['Crime', 'Drama', 'Thriller']",8.0,18197,"('The Fool', 2014.0)"
Hans Zimmer & Friends: Diamond in the Desert,2025.0,"['Documentary', 'Music']",8.4,1191,"('Hans Zimmer & Friends: Diamond in the Desert', 2025.0)"
Kesari Chapter 2: The Untold Story of Jallianwala Bagh,2025.0,"['Drama', 'History']",8.0,15515,"('Kesari Chapter 2: The Untold Story of Jallianwala Bagh', 2025.0)"
Air Force Elite: Thunderbirds,2025.0,['Documentary'],7.1,1276,"('Air Force Elite: Thunderbirds', 2025.0)"
The New Yorker at 100,2025.0,['Documentary'],7.2,1180,"('The New Yorker at 100', 2025.0)"
Thegidi,2014.0,"['Crime', 'Mystery', 'Thriller']",7.6,3321,"('Thegidi', 2014.0)"
Aikatsu! The Movie,2014.0,"['Adventure', 'Animation', 'Comedy']",8.4,1493,"('Aikatsu! The Movie', 2014.0)"
Dashavatar,2025.0,"['Drama', 'Thriller']",7.7,1416,"('Dashavatar', 2025.0)"
K-Ramp,2025.0,"['Comedy', 'Drama', 'Romance']",7.1,1460,"('K-Ramp', 2025.0)"
Songs My Brothers Taught Me,2015.0,['Drama'],7.0,4406,"('Songs My Brothers Taught Me', 2015.0)"
The Witness,2015.0,"['Biography', 'Crime', 'Documentary']",7.0,4772,"('The Witness', 2015.0)"
Takita Tadimi Tandana,2025.0,"['Drama', 'Romance']",7.8,1100,"('Takita Tadimi Tandana', 2025.0)"
Sirai,2025.0,['\\N'],7.8,4131,"('Sirai', 2025.0)"
Jigarthanda,2014.0,"['Comedy', 'Crime', 'Drama']",8.2,14658,"('Jigarthanda', 2014.0)"
Jai Mata Ji: Let's Rock,2025.0,['Drama'],7.0,8801,"(""Jai Mata Ji: Let's Rock"", 2025.0)"
Andrew Schulz: Life,2025.0,"['Comedy', 'Documentary']",7.6,2541,"('Andrew Schulz: Life', 2025.0)"
Badmashulu,2025.0,"['Comedy', 'Drama']",8.2,1121,"('Badmashulu', 2025.0)"
Zero Motivation,2014.0,"['Comedy', 'Drama']",7.2,4752,"('Zero Motivation', 2014.0)"
Bilal: A New Breed of Hero,2015.0,"['Action', 'Adventure', 'Animation']",7.6,19628,"('Bilal: A New Breed of Hero', 2015.0)"
Ghost in the Shell: Arise - Border 3: Ghost Tears,2014.0,"['Action', 'Animation', 'Sci-Fi']",7.1,3151,"('Ghost in the Shell: Arise - Border 3: Ghost Tears', 2014.0)"
West Side Story,2021.0,"['Crime', 'Drama', 'Musical']",7.1,121873,"('West Side Story', 2021.0)"
Madham,2026.0,['Drama'],9.9,1512,"('Madham', 2026.0)"
Ata Thambaycha Naay!,2025.0,['Drama'],8.8,1201,"('Ata Thambaycha Naay!', 2025.0)"
Love OTP,2025.0,['\\N'],8.6,1058,"('Love OTP', 2025.0)"
Only the Dead,2015.0,"['Biography', 'Documentary', 'History']",7.7,3605,"('Only the Dead', 2015.0)"
Bey Yaar,2014.0,"['Comedy', 'Drama', 'Family']",8.4,3221,"('Bey Yaar', 2014.0)"
Pelli Kaani Prasad,2025.0,['Drama'],9.0,3423,"('Pelli Kaani Prasad', 2025.0)"
The Postman's White Nights,2014.0,['Drama'],7.0,2221,"(""The Postman's White Nights"", 2014.0)"
Ozzy Osbourne: No Escape from Now,2025.0,"['Biography', 'Documentary', 'Music']",8.3,2042,"('Ozzy Osbourne: No Escape from Now', 2025.0)"
Siko Siko,2025.0,"['Comedy', 'Crime', 'Drama']",7.3,2267,"('Siko Siko', 2025.0)"
Lamp,2025.0,['Horror'],8.3,1264,"('Lamp', 2025.0)"
Bono: Stories of Surrender,2025.0,"['Biography', 'Documentary', 'Drama']",7.2,1369,"('Bono: Stories of Surrender', 2025.0)"
W/O Anirvesh,2025.0,['Drama'],7.4,1075,"('W/O Anirvesh', 2025.0)"
Another You,2025.0,"['Comedy', 'Romance']",7.0,4699,"('Another You', 2025.0)"
Behavior,2014.0,['Drama'],7.5,1685,"('Behavior', 2014.0)"
Ghich Pich,2025.0,['Drama'],8.7,2130,"('Ghich Pich', 2025.0)"
Bhartha Mahasayulaku Wignyapthi,2026.0,['Comedy'],7.5,2190,"('Bhartha Mahasayulaku Wignyapthi', 2026.0)"
Incredibles 2,2018.0,"['Action', 'Adventure', 'Animation']",7.5,366301,"('Incredibles 2', 2018.0)"
A Street Cat Named Bob,2016.0,"['Biography', 'Drama', 'Family']",7.3,36657,"('A Street Cat Named Bob', 2016.0)"
Amara Premi Arun,2025.0,"['Comedy', 'Drama', 'Romance']",7.5,1052,"('Amara Premi Arun', 2025.0)"
1000 Waala,2025.0,"['Action', 'Drama']",8.0,2032,"('1000 Waala', 2025.0)"
Punjab 1984,2014.0,"['Drama', 'Family', 'History']",8.3,2541,"('Punjab 1984', 2014.0)"
The Sheik,2014.0,"['Biography', 'Documentary']",7.1,1377,"('The Sheik', 2014.0)"
Accused,2025.0,['Drama'],8.7,1292,"('Accused', 2025.0)"
Artiste,2025.0,"['Drama', 'Thriller']",8.7,2059,"('Artiste', 2025.0)"
Chokkor 302,2025.0,"['Mystery', 'Thriller']",7.3,2004,"('Chokkor 302', 2025.0)"
Tu Yaa Main,2026.0,"['Romance', 'Thriller']",8.7,2497,"('Tu Yaa Main', 2026.0)"
Mommy,2014.0,['Drama'],8.0,65280,"('Mommy', 2014.0)"
Ankhon Dekhi,2013.0,"['Comedy', 'Drama']",7.9,13631,"('Ankhon Dekhi', 2013.0)"
The Suspect,2025.0,"['Crime', 'Drama']",9.0,1152,"('The Suspect', 2025.0)"
Paanch Minar,2025.0,"['Comedy', 'Thriller']",8.8,2258,"('Paanch Minar', 2025.0)"
Raju Gari Dongalu,2025.0,['Crime'],8.5,2056,"('Raju Gari Dongalu', 2025.0)"
Kilo Two Bravo,2014.0,"['Biography', 'Drama', 'Thriller']",7.1,15529,"('Kilo Two Bravo', 2014.0)"
The Stranger,2025.0,"['Crime', 'Drama']",7.0,1841,"('The Stranger', 2025.0)"
Mr. Dynamite: The Rise of James Brown,2014.0,"['Biography', 'Documentary', 'Music']",7.4,1589,"('Mr. Dynamite: The Rise of James Brown', 2014.0)"
Nowitzki: The Perfect Shot,2014.0,"['Biography', 'Documentary', 'Sport']",7.5,2294,"('Nowitzki: The Perfect Shot', 2014.0)"
Taandob,2025.0,"['Action', 'Thriller']",7.7,3386,"('Taandob', 2025.0)"
Mehar,2025.0,['\\N'],7.4,1046,"('Mehar', 2025.0)"
916 Kunjuttan,2025.0,['\\N'],7.0,5062,"('916 Kunjuttan', 2025.0)"
Closet Monster,2015.0,"['Drama', 'Fantasy', 'Mystery']",7.0,9665,"('Closet Monster', 2015.0)"
White Sun,2016.0,"['Adventure', 'Drama']",7.2,1505,"('White Sun', 2016.0)"
Allied,2016.0,"['Action', 'Drama', 'Romance']",7.1,178971,"('Allied', 2016.0)"
Kim Dotcom: Caught in the Web,2017.0,"['Biography', 'Documentary', 'Thriller']",7.0,1455,"('Kim Dotcom: Caught in the Web', 2017.0)"
Rahu Ketu,2026.0,"['Comedy', 'Fantasy', 'Mystery']",8.2,2474,"('Rahu Ketu', 2026.0)"
Karmanye Vadhikaraste,2025.0,['Thriller'],8.4,1053,"('Karmanye Vadhikaraste', 2025.0)"
Life Eternal,2015.0,"['Comedy', 'Crime']",7.2,2632,"('Life Eternal', 2015.0)"
Dan Da Dan: Evil Eye,2025.0,"['Action', 'Animation', 'Sci-Fi']",7.8,2107,"('Dan Da Dan: Evil Eye', 2025.0)"
Madras Matinee,2025.0,['Drama'],7.9,1657,"('Madras Matinee', 2025.0)"
Kousalya Tanaya Ragava,2025.0,['\\N'],9.6,1204,"('Kousalya Tanaya Ragava', 2025.0)"
Shiva Shambho,2025.0,"['Fantasy', 'Horror', 'Thriller']",8.3,1554,"('Shiva Shambho', 2025.0)"
Predator: Killer of Killers,2025.0,"['Action', 'Adventure', 'Animation']",7.4,57873,"('Predator: Killer of Killers', 2025.0)"
My Mom Jayne,2025.0,"['Biography', 'Documentary', 'Family']",8.3,4724,"('My Mom Jayne', 2025.0)"
Let's Sin,2014.0,"['Action', 'Crime', 'Drama']",7.7,14440,"(""Let's Sin"", 2014.0)"
Attack on Titan: Crimson Bow and Arrow,2014.0,"['Action', 'Adventure', 'Animation']",7.7,4443,"('Attack on Titan: Crimson Bow and Arrow', 2014.0)"
Attack on Titan: The Wings of Freedom,2015.0,"['Action', 'Animation', 'Fantasy']",7.9,4313,"('Attack on Titan: The Wings of Freedom', 2015.0)"
Our Girls,2025.0,"['Drama', 'Thriller']",7.5,2880,"('Our Girls', 2025.0)"
His Story of Itihaas,2025.0,['Drama'],8.9,1213,"('His Story of Itihaas', 2025.0)"
The Last One for the Road,2025.0,"['Comedy', 'Crime', 'Drama']",7.2,1739,"('The Last One for the Road', 2025.0)"
It Was Just an Accident,2025.0,"['Crime', 'Drama', 'Mystery']",7.5,23015,"('It Was Just an Accident', 2025.0)"
Different,2025.0,['\\N'],7.9,1060,"('Different', 2025.0)"
A Poet,2025.0,"['Comedy', 'Drama']",8.0,1632,"('A Poet', 2025.0)"
Art and Craft,2014.0,['Documentary'],7.1,1890,"('Art and Craft', 2014.0)"
Kadukka,2025.0,['Comedy'],7.7,3147,"('Kadukka', 2025.0)"
Aaromaley,2025.0,"['Comedy', 'Drama', 'Romance']",7.2,2398,"('Aaromaley', 2025.0)"
Depeche Mode: M,2025.0,"['Documentary', 'Music']",7.5,1159,"('Depeche Mode: M', 2025.0)"
Vijeyta,2025.0,['Drama'],7.4,1049,"('Vijeyta', 2025.0)"
The Martian,2015.0,"['Adventure', 'Drama', 'Sci-Fi']",8.0,998569,"('The Martian', 2015.0)"
Cherasaala,2025.0,['Drama'],8.4,1074,"('Cherasaala', 2025.0)"
Dead to Rights,2025.0,"['Drama', 'History', 'War']",7.7,3043,"('Dead to Rights', 2025.0)"
Monkey Kingdom,2015.0,['Documentary'],7.2,4321,"('Monkey Kingdom', 2015.0)"
The Dig,2021.0,"['Biography', 'Drama', 'History']",7.1,88794,"('The Dig', 2021.0)"
Eko,2025.0,"['Adventure', 'Mystery']",7.8,8509,"('Eko', 2025.0)"
A L C C (O Universal Bachelor),2025.0,['Drama'],8.3,1552,"('A L C C (O Universal Bachelor)', 2025.0)"
I'm Frankelda,2025.0,"['Animation', 'Family', 'Fantasy']",7.3,1045,"(""I'm Frankelda"", 2025.0)"
Haq,2025.0,['Drama'],7.9,14462,"('Haq', 2025.0)"
Los Scandalous - Skid Row,2014.0,"['Documentary', 'Drama', 'News']",7.3,1283,"('Los Scandalous - Skid Row', 2014.0)"
The Red Turtle,2016.0,"['Animation', 'Drama', 'Family']",7.5,41667,"('The Red Turtle', 2016.0)"
Bangalore Days,2014.0,"['Comedy', 'Drama', 'Romance']",8.3,27811,"('Bangalore Days', 2014.0)"
Holding the Man,2015.0,"['Biography', 'Drama', 'History']",7.5,14113,"('Holding the Man', 2015.0)"
Guru Nanak Jahaz,2025.0,['History'],8.6,3895,"('Guru Nanak Jahaz', 2025.0)"
Nobody,2025.0,"['Animation', 'Comedy', 'Drama']",7.9,1637,"('Nobody', 2025.0)"
The Salt of the Earth,2014.0,"['Biography', 'Documentary', 'History']",8.4,25175,"('The Salt of the Earth', 2014.0)"
Wick Is Pain,2025.0,['Documentary'],7.6,2318,"('Wick Is Pain', 2025.0)"
Merchants of Doubt,2014.0,['Documentary'],7.6,4042,"('Merchants of Doubt', 2014.0)"
An Open Secret,2014.0,"['Crime', 'Documentary']",7.3,2585,"('An Open Secret', 2014.0)"
Krantijyoti Vidyalay Marathi Madhyam,2026.0,['\\N'],9.3,2152,"('Krantijyoti Vidyalay Marathi Madhyam', 2026.0)"
Badlapur,2015.0,"['Action', 'Crime', 'Drama']",7.4,28518,"('Badlapur', 2015.0)"
6 Journey,2025.0,['Drama'],7.7,1077,"('6 Journey', 2025.0)"
Bakasura Restaurant,2025.0,['Comedy'],7.8,5720,"('Bakasura Restaurant', 2025.0)"
Last Cab to Darwin,2015.0,"['Adventure', 'Comedy', 'Drama']",7.2,4440,"('Last Cab to Darwin', 2015.0)"
Uttama Villain,2015.0,"['Comedy', 'Drama', 'Musical']",7.3,4152,"('Uttama Villain', 2015.0)"
Mundasupatti,2014.0,"['Comedy', 'Drama', 'Romance']",7.6,1887,"('Mundasupatti', 2014.0)"
Bridge of Spies,2015.0,"['Drama', 'History', 'Thriller']",7.6,342990,"('Bridge of Spies', 2015.0)"
Gopi Galla Goa Trip (3GT),2025.0,"['Adventure', 'Comedy', 'Drama']",9.6,1993,"('Gopi Galla Goa Trip (3GT)', 2025.0)"
The Red Pill,2016.0,['Documentary'],7.9,12489,"('The Red Pill', 2016.0)"
Krishna Leela,2025.0,['\\N'],9.4,2052,"('Krishna Leela', 2025.0)"
TTT: Thalaivar Thambi Thalaimaiyil,2026.0,"['Action', 'Comedy', 'Drama']",7.1,2273,"('TTT: Thalaivar Thambi Thalaimaiyil', 2026.0)"
"The Other One: The Long, Strange Trip of Bob Weir",2014.0,"['Biography', 'Documentary', 'Music']",7.3,1944,"('The Other One: The Long, Strange Trip of Bob Weir', 2014.0)"
Paranthu Po,2025.0,['Comedy'],7.2,2478,"('Paranthu Po', 2025.0)"
MST - Terra Prometida,2025.0,['Documentary'],8.7,6101,"('MST - Terra Prometida', 2025.0)"
The Voice of Hind Rajab,2025.0,['Drama'],8.4,10829,"('The Voice of Hind Rajab', 2025.0)"
WARx2,2014.0,"['Comedy', 'Documentary']",7.2,1237,"('WARx2', 2014.0)"
Virgin Boys,2025.0,"['Comedy', 'Romance']",7.6,1530,"('Virgin Boys', 2025.0)"
Jujutsu Kaisen: Hidden Inventory / Premature Death - The Movie,2025.0,"['Action', 'Animation', 'Fantasy']",7.8,1834,"('Jujutsu Kaisen: Hidden Inventory / Premature Death - The Movie', 2025.0)"
Kabaddi,2014.0,"['Comedy', 'Drama', 'Romance']",8.2,1914,"('Kabaddi', 2014.0)"
A Hard Day,2014.0,"['Action', 'Crime', 'Thriller']",7.2,18313,"('A Hard Day', 2014.0)"
Coming Soon,2014.0,"['Comedy', 'Drama', 'Romance']",7.3,37149,"('Coming Soon', 2014.0)"
Frozen: The Hit Broadway Musical,2025.0,"['Adventure', 'Comedy', 'Family']",7.4,1439,"('Frozen: The Hit Broadway Musical', 2025.0)"
Heidi,2015.0,"['Drama', 'Family']",7.4,8220,"('Heidi', 2015.0)"
Jhola,2013.0,"['Drama', 'History']",7.8,1187,"('Jhola', 2013.0)"
Grenfell: Uncovered,2025.0,['Documentary'],7.4,2782,"('Grenfell: Uncovered', 2025.0)"
Thugs of Goa,2025.0,['Drama'],7.1,1022,"('Thugs of Goa', 2025.0)"
Utshob,2025.0,"['Comedy', 'Drama', 'Family']",8.4,2996,"('Utshob', 2025.0)"
Remember,2015.0,"['Drama', 'Mystery', 'Thriller']",7.5,29638,"('Remember', 2015.0)"
Elvis,2022.0,"['Biography', 'Drama', 'Music']",7.3,259124,"('Elvis', 2022.0)"
Valathu Vashathe Kallan,2026.0,['Crime'],7.0,1449,"('Valathu Vashathe Kallan', 2026.0)"
Janis: Little Girl Blue,2015.0,"['Biography', 'Documentary', 'Music']",7.4,5823,"('Janis: Little Girl Blue', 2015.0)"
CityLights,2014.0,"['Drama', 'Thriller']",7.3,5815,"('CityLights', 2014.0)"
Sathuranga Vettai,2014.0,"['Crime', 'Thriller']",8.1,3981,"('Sathuranga Vettai', 2014.0)"
The Long Road to War,2018.0,['Documentary'],7.7,1896,"('The Long Road to War', 2018.0)"
SKY,,['Drama'],9.8,1040,"('SKY', nan)"
Elle,2016.0,"['Action', 'Crime', 'Drama']",7.1,74214,"('Elle', 2016.0)"
Court,2014.0,['Drama'],7.6,5729,"('Court', 2014.0)"
The Last: Naruto the Movie,2014.0,"['Action', 'Adventure', 'Animation']",7.6,20327,"('The Last: Naruto the Movie', 2014.0)"
The Indian Priest,2016.0,"['Biography', 'Documentary', 'Drama']",8.3,1238,"('The Indian Priest', 2016.0)"
Sakaal Tar Hou Dya,2025.0,['Drama'],9.0,2170,"('Sakaal Tar Hou Dya', 2025.0)"
Kulyas 2: Zikr-i Ayin,2025.0,['Horror'],7.9,1063,"('Kulyas 2: Zikr-i Ayin', 2025.0)"
My All-American,2015.0,"['Biography', 'Drama', 'Sport']",7.2,9013,"('My All-American', 2015.0)"
National Gallery,2014.0,['Documentary'],7.3,1792,"('National Gallery', 2014.0)"
American Honey,2016.0,"['Adventure', 'Drama', 'Romance']",7.0,49509,"('American Honey', 2016.0)"
Maudie,2016.0,"['Biography', 'Drama', 'Romance']",7.6,25372,"('Maudie', 2016.0)"
Karikaada,2026.0,['\\N'],7.2,1686,"('Karikaada', 2026.0)"
Paderu 12Mile,2025.0,"['Action', 'Thriller']",9.1,2073,"('Paderu 12Mile', 2025.0)"
Missterious,2025.0,"['Mystery', 'Romance', 'Thriller']",9.2,2548,"('Missterious', 2025.0)"
The Legend of Hei 2,2025.0,"['Action', 'Adventure', 'Animation']",8.0,1212,"('The Legend of Hei 2', 2025.0)"
How Old Are You?,2014.0,['Drama'],7.1,1632,"('How Old Are You?', 2014.0)"
Bajirao Mastani,2015.0,"['Action', 'Drama', 'History']",7.3,42071,"('Bajirao Mastani', 2015.0)"
Svadba,2026.0,['Comedy'],7.7,2520,"('Svadba', 2026.0)"
Thank You Dear,2025.0,"['Drama', 'Romance']",8.3,2048,"('Thank You Dear', 2025.0)"
So Long Valley,2025.0,['Crime'],7.4,3053,"('So Long Valley', 2025.0)"
Lion,2016.0,"['Biography', 'Drama']",8.0,265098,"('Lion', 2016.0)"
Awake: The Life of Yogananda,2014.0,['Documentary'],7.3,1491,"('Awake: The Life of Yogananda', 2014.0)"
NH 10,2015.0,"['Action', 'Crime', 'Drama']",7.2,14832,"('NH 10', 2015.0)"
The Second Mother,2015.0,"['Comedy', 'Drama']",7.8,19098,"('The Second Mother', 2015.0)"
Bogowie,2014.0,"['Biography', 'Drama']",7.6,8266,"('Bogowie', 2014.0)"
Tapassi,2025.0,['Drama'],8.0,1504,"('Tapassi', 2025.0)"
Sherpa,2015.0,['Documentary'],7.6,5660,"('Sherpa', 2015.0)"
Hitchcock/Truffaut,2015.0,['Documentary'],7.3,7551,"('Hitchcock/Truffaut', 2015.0)"
Rogue One: A Star Wars Story,2016.0,"['Action', 'Adventure', 'Sci-Fi']",7.8,749384,"('Rogue One: A Star Wars Story', 2016.0)"
Jigris,2025.0,['\\N'],8.7,2493,"('Jigris', 2025.0)"
KothaPallilo Okappudu,2025.0,['Drama'],7.4,1136,"('KothaPallilo Okappudu', 2025.0)"
The Wife,2017.0,['Drama'],7.2,44932,"('The Wife', 2017.0)"
Dearest,2014.0,['Drama'],7.6,2762,"('Dearest', 2014.0)"
Yan Yana,2025.0,"['Comedy', 'Drama']",7.8,5639,"('Yan Yana', 2025.0)"
Belén,2025.0,"['Crime', 'Drama']",7.0,1918,"('Belén', 2025.0)"
Jassi Weds Jassi,2025.0,['Comedy'],7.5,1060,"('Jassi Weds Jassi', 2025.0)"
Truman,2015.0,"['Comedy', 'Drama']",7.3,14609,"('Truman', 2015.0)"
Raju Gaani Savaal,2025.0,"['Action', 'Drama']",9.3,1088,"('Raju Gaani Savaal', 2025.0)"
Our Little Sister,2015.0,"['Drama', 'Family']",7.6,18759,"('Our Little Sister', 2015.0)"
Aatli Baatmi Futli,2025.0,['\\N'],9.4,1105,"('Aatli Baatmi Futli', 2025.0)"
Bhoghee,2025.0,['Action'],8.0,1269,"('Bhoghee', 2025.0)"
Betting on Zero,2016.0,['Documentary'],7.1,5858,"('Betting on Zero', 2016.0)"
Su from So,2025.0,"['Comedy', 'Horror']",7.6,7636,"('Su from So', 2025.0)"
Cover-Up,2025.0,['Documentary'],7.5,3016,"('Cover-Up', 2025.0)"
Not All Movies Are the Same: Dual,2025.0,"['Horror', 'Mystery', 'Sci-Fi']",8.3,3114,"('Not All Movies Are the Same: Dual', 2025.0)"
Piku,2015.0,"['Comedy', 'Drama']",7.6,36577,"('Piku', 2015.0)"
Stiller & Meara: Nothing Is Lost,2025.0,"['Biography', 'Documentary']",7.2,1280,"('Stiller & Meara: Nothing Is Lost', 2025.0)"
The Brainwashing of My Dad,2015.0,['Documentary'],7.0,1650,"('The Brainwashing of My Dad', 2015.0)"
She's Dating the Gangster,2014.0,"['Comedy', 'Drama', 'Romance']",7.0,1487,"(""She's Dating the Gangster"", 2014.0)"
Snowden,2016.0,"['Biography', 'Crime', 'Drama']",7.3,171845,"('Snowden', 2016.0)"
They Call Me Jeeg Robot,2015.0,"['Action', 'Comedy', 'Drama']",7.0,17394,"('They Call Me Jeeg Robot', 2015.0)"
Bhalare Sitram,2025.0,['\\N'],8.3,1056,"('Bhalare Sitram', 2025.0)"
Inside Men,2015.0,"['Action', 'Crime', 'Drama']",7.0,4590,"('Inside Men', 2015.0)"
Black Night,2025.0,['\\N'],8.3,1047,"('Black Night', 2025.0)"
Mathru,2025.0,['Thriller'],8.6,1099,"('Mathru', 2025.0)"
La La Land,2016.0,"['Comedy', 'Drama', 'Music']",8.0,751641,"('La La Land', 2016.0)"
Valley Uprising,2014.0,"['Adventure', 'Documentary']",8.1,6640,"('Valley Uprising', 2014.0)"
One Direction: Where We Are - The Concert Film,2014.0,"['Documentary', 'Music']",7.0,2592,"('One Direction: Where We Are - The Concert Film', 2014.0)"
Baahubali: The Epic,2025.0,"['Action', 'Drama']",8.3,1880,"('Baahubali: The Epic', 2025.0)"
CMantham,2025.0,"['Action', 'Crime', 'Musical']",8.0,1536,"('CMantham', 2025.0)"
The Brand New Testament,2015.0,"['Comedy', 'Drama', 'Fantasy']",7.1,36911,"('The Brand New Testament', 2015.0)"
Vidhrohi,2025.0,"['Crime', 'Thriller']",9.4,2090,"('Vidhrohi', 2025.0)"
Laalo: Krishna Sada Sahaayate,2025.0,['Family'],8.6,2004,"('Laalo: Krishna Sada Sahaayate', 2025.0)"
Little Hearts,2025.0,"['Comedy', 'Romance']",7.6,3302,"('Little Hearts', 2025.0)"
Mutton Soup,2025.0,['Thriller'],9.1,1007,"('Mutton Soup', 2025.0)"
Beauty,2025.0,"['Drama', 'Romance']",8.4,2132,"('Beauty', 2025.0)"
The Nice Guys,2016.0,"['Action', 'Comedy', 'Crime']",7.4,409552,"('The Nice Guys', 2016.0)"
Tempestad,2016.0,['Documentary'],7.8,1011,"('Tempestad', 2016.0)"
Na Maloom Afraad,2014.0,"['Comedy', 'Crime', 'Thriller']",7.4,4244,"('Na Maloom Afraad', 2014.0)"
Kaththi,2014.0,"['Action', 'Drama']",8.1,32754,"('Kaththi', 2014.0)"
Bad Girlz,2025.0,"['Comedy', 'Romance']",9.4,2036,"('Bad Girlz', 2025.0)"
Adavi Kaachina Vennela,2014.0,['\\N'],8.7,1025,"('Adavi Kaachina Vennela', 2014.0)"
Mission Muh Dikhayi,2025.0,"['Comedy', 'Drama', 'Family']",8.8,10322,"('Mission Muh Dikhayi', 2025.0)"
Trikaali,2025.0,['Drama'],8.4,3917,"('Trikaali', 2025.0)"
Son of Saul,2015.0,"['Drama', 'War']",7.4,54253,"('Son of Saul', 2015.0)"
Drushyam,2014.0,"['Crime', 'Drama', 'Mystery']",8.2,5669,"('Drushyam', 2014.0)"
Ode to My Father,2014.0,"['Drama', 'War']",7.8,6807,"('Ode to My Father', 2014.0)"
"Bloed, zweet & tranen",2015.0,"['Biography', 'Drama', 'Music']",7.1,2021,"('Bloed, zweet & tranen', 2015.0)"
My Beautiful Broken Brain,2014.0,"['Biography', 'Documentary']",7.0,2546,"('My Beautiful Broken Brain', 2014.0)"
3000 Nights,2015.0,['Drama'],7.1,1365,"('3000 Nights', 2015.0)"
Middle Class Ramayana,2025.0,"['Comedy', 'Drama', 'Family']",7.6,1031,"('Middle Class Ramayana', 2025.0)"
Antarctica,2025.0,['Documentary'],8.5,1090,"('Antarctica', 2025.0)"
Turtle Power: The Definitive History of the Teenage Mutant Ninja Turtles,2014.0,['Documentary'],7.0,1278,"('Turtle Power: The Definitive History of the Teenage Mutant Ninja Turtles', 2014.0)"
Hemalkasa,2014.0,"['Biography', 'Drama', 'History']",8.7,1347,"('Hemalkasa', 2014.0)"
Dragon Ball Z: Resurrection 'F',2015.0,"['Action', 'Adventure', 'Animation']",7.1,25655,"(""Dragon Ball Z: Resurrection 'F'"", 2015.0)"
Madras,2014.0,"['Action', 'Drama']",7.9,5342,"('Madras', 2014.0)"
Velaiyilla Pattathari,2014.0,"['Action', 'Comedy', 'Drama']",7.9,9413,"('Velaiyilla Pattathari', 2014.0)"
Love Sonia,2018.0,['Drama'],7.4,2867,"('Love Sonia', 2018.0)"
Happy Journey,2025.0,['\\N'],8.9,1064,"('Happy Journey', 2025.0)"
Tangerine,2015.0,"['Comedy', 'Crime', 'Drama']",7.1,42667,"('Tangerine', 2015.0)"
0.5 mm,2014.0,['Drama'],7.3,1018,"('0.5 mm', 2014.0)"
