Name,Year,genres,rating,votes,Key
King Kong,1933.0,"['Adventure', 'Horror']",7.9,95431,"('King Kong', 1933.0)"
Lady Killer,1933.0,"['Comedy', 'Crime', 'Drama']",7.0,2253,"('Lady Killer', 1933.0)"
Lady for a Day,1933.0,"['Comedy', 'Drama']",7.4,5184,"('Lady for a Day', 1933.0)"
Playing at Love,1933.0,"['Drama', 'Romance']",7.5,1660,"('Playing at Love', 1933.0)"
The Little Giant,1933.0,"['Comedy', 'Crime', 'Romance']",7.0,1522,"('The Little Giant', 1933.0)"
Little Women,1933.0,"['Drama', 'Family', 'Romance']",7.1,8493,"('Little Women', 1933.0)"
Man's Castle,1933.0,"['Drama', 'Romance']",7.1,2144,"(""Man's Castle"", 1933.0)"
Midnight Mary,1933.0,"['Crime', 'Drama', 'Romance']",7.0,1867,"('Midnight Mary', 1933.0)"
Outskirts,1933.0,"['Drama', 'War']",7.1,1207,"('Outskirts', 1933.0)"
Picture Snatcher,1933.0,"['Crime', 'Drama']",7.0,2014,"('Picture Snatcher', 1933.0)"
The Private Life of Henry VIII,1933.0,"['Biography', 'Drama', 'History']",7.0,5340,"('The Private Life of Henry VIII', 1933.0)"
Queen Christina,1933.0,"['Biography', 'Drama', 'History']",7.5,9259,"('Queen Christina', 1933.0)"
Sons of the Desert,1933.0,"['Comedy', 'Family']",7.5,10322,"('Sons of the Desert', 1933.0)"
The Story of Temple Drake,1933.0,"['Crime', 'Drama']",7.1,2150,"('The Story of Temple Drake', 1933.0)"
Woman of Tokyo,1933.0,['Drama'],7.0,1147,"('Woman of Tokyo', 1933.0)"
Wild Boys of the Road,1933.0,"['Adventure', 'Drama']",7.5,2607,"('Wild Boys of the Road', 1933.0)"
The Working Man,1933.0,"['Comedy', 'Drama', 'Romance']",7.2,1407,"('The Working Man', 1933.0)"
Zero de Conduite,1933.0,['Drama'],7.2,9970,"('Zero de Conduite', 1933.0)"
Anne of Green Gables,1934.0,"['Comedy', 'Drama', 'Family']",7.0,1559,"('Anne of Green Gables', 1934.0)"
L'Atalante,1934.0,"['Adventure', 'Drama', 'Romance']",7.7,18554,"(""L'Atalante"", 1934.0)"
March of the Wooden Soldiers,1934.0,"['Comedy', 'Family', 'Fantasy']",7.1,8225,"('March of the Wooden Soldiers', 1934.0)"
Bright Eyes,1934.0,"['Comedy', 'Drama', 'Family']",7.2,2718,"('Bright Eyes', 1934.0)"
Chapayev,1934.0,"['Biography', 'Drama', 'History']",7.0,1585,"('Chapayev', 1934.0)"
The Count of Monte Cristo,1934.0,"['Action', 'Adventure', 'Crime']",7.3,3737,"('The Count of Monte Cristo', 1934.0)"
Dames,1934.0,"['Comedy', 'Music', 'Musical']",7.0,2636,"('Dames', 1934.0)"
The Gay Divorcee,1934.0,"['Comedy', 'Musical', 'Romance']",7.3,9282,"('The Gay Divorcee', 1934.0)"
Heat Lightning,1934.0,"['Crime', 'Drama']",7.1,1252,"('Heat Lightning', 1934.0)"
Imitation of Life,1934.0,"['Comedy', 'Drama', 'Romance']",7.5,6150,"('Imitation of Life', 1934.0)"
It Happened One Night,1934.0,"['Comedy', 'Romance']",8.1,119151,"('It Happened One Night', 1934.0)"
It's a Gift,1934.0,['Comedy'],7.1,6055,"(""It's a Gift"", 1934.0)"
Man of Aran,1934.0,['Drama'],7.1,2469,"('Man of Aran', 1934.0)"
Manhattan Melodrama,1934.0,"['Crime', 'Drama', 'Romance']",7.1,5217,"('Manhattan Melodrama', 1934.0)"
The Merry Widow,1934.0,"['Comedy', 'Musical', 'Romance']",7.1,3539,"('The Merry Widow', 1934.0)"
Les Misérables,1934.0,['Drama'],8.3,2204,"('Les Misérables', 1934.0)"
Of Human Bondage,1934.0,"['Drama', 'Film-Noir', 'Romance']",7.0,9083,"('Of Human Bondage', 1934.0)"
The Old Fashioned Way,1934.0,['Comedy'],7.3,1231,"('The Old Fashioned Way', 1934.0)"
Our Daily Bread,1934.0,"['Drama', 'Romance']",7.0,2346,"('Our Daily Bread', 1934.0)"
The Scarlet Empress,1934.0,"['Drama', 'History', 'Romance']",7.5,7888,"('The Scarlet Empress', 1934.0)"
The Scarlet Pimpernel,1934.0,"['Adventure', 'Drama']",7.3,5168,"('The Scarlet Pimpernel', 1934.0)"
Everybody's Woman,1934.0,['Drama'],7.3,1109,"(""Everybody's Woman"", 1934.0)"
Tarzan and His Mate,1934.0,"['Action', 'Adventure', 'Romance']",7.2,5997,"('Tarzan and His Mate', 1934.0)"
The Thin Man,1934.0,"['Comedy', 'Crime', 'Mystery']",7.9,34947,"('The Thin Man', 1934.0)"
Toni,1935.0,"['Crime', 'Drama', 'Romance']",7.2,2274,"('Toni', 1935.0)"
Treasure Island,1934.0,"['Adventure', 'Drama', 'Family']",7.1,3516,"('Treasure Island', 1934.0)"
Triumph of the Will,1935.0,"['Documentary', 'History']",7.1,19585,"('Triumph of the Will', 1935.0)"
Twentieth Century,1934.0,"['Comedy', 'Romance']",7.2,7803,"('Twentieth Century', 1934.0)"
A Story of Floating Weeds,1934.0,['Drama'],7.6,3774,"('A Story of Floating Weeds', 1934.0)"
You're Telling Me!,1934.0,['Comedy'],7.4,1285,"(""You're Telling Me!"", 1934.0)"
The 39 Steps,1935.0,"['Crime', 'Mystery', 'Thriller']",7.6,65695,"('The 39 Steps', 1935.0)"
Anna Karenina,1935.0,"['Drama', 'Romance']",7.0,6189,"('Anna Karenina', 1935.0)"
Bride of Frankenstein,1935.0,"['Drama', 'Horror', 'Sci-Fi']",7.8,58417,"('Bride of Frankenstein', 1935.0)"
Captain Blood,1935.0,"['Action', 'Adventure', 'History']",7.7,17190,"('Captain Blood', 1935.0)"
Charlie Chan in Paris,1935.0,['Mystery'],7.1,1883,"('Charlie Chan in Paris', 1935.0)"
David Copperfield,1935.0,"['Adventure', 'Drama', 'Family']",7.3,5081,"('David Copperfield', 1935.0)"
'G' Men,1935.0,"['Crime', 'Drama', 'Film-Noir']",7.1,4669,"(""'G' Men"", 1935.0)"
The Good Fairy,1935.0,"['Comedy', 'Romance']",7.4,1794,"('The Good Fairy', 1935.0)"
If You Could Only Cook,1935.0,"['Comedy', 'Romance']",7.0,1668,"('If You Could Only Cook', 1935.0)"
The Informer,1935.0,"['Crime', 'Drama']",7.3,7804,"('The Informer', 1935.0)"
Carnival in Flanders,1935.0,"['Comedy', 'History', 'Romance']",7.4,1549,"('Carnival in Flanders', 1935.0)"
The Lives of a Bengal Lancer,1935.0,"['Adventure', 'Drama', 'War']",7.0,3534,"('The Lives of a Bengal Lancer', 1935.0)"
Mad Love,1935.0,"['Horror', 'Romance', 'Sci-Fi']",7.2,6415,"('Mad Love', 1935.0)"
Man on the Flying Trapeze,1935.0,"['Comedy', 'Crime', 'Mystery']",7.5,1455,"('Man on the Flying Trapeze', 1935.0)"
Les Misérables,1935.0,"['Drama', 'History', 'Romance']",7.6,4193,"('Les Misérables', 1935.0)"
Mutiny on the Bounty,1935.0,"['Adventure', 'Biography', 'Drama']",7.6,26464,"('Mutiny on the Bounty', 1935.0)"
A Night at the Opera,1935.0,"['Comedy', 'Music', 'Musical']",7.8,36339,"('A Night at the Opera', 1935.0)"
Roberta,1935.0,"['Comedy', 'Musical', 'Romance']",7.0,3923,"('Roberta', 1935.0)"
Ruggles of Red Gap,1935.0,"['Comedy', 'Mystery', 'Romance']",7.6,4834,"('Ruggles of Red Gap', 1935.0)"
A Tale of Two Cities,1935.0,"['Drama', 'History', 'Romance']",7.8,6851,"('A Tale of Two Cities', 1935.0)"
Sazen Tange and the Pot Worth a Million Ryo,1935.0,"['Comedy', 'Drama']",7.7,1338,"('Sazen Tange and the Pot Worth a Million Ryo', 1935.0)"
An Inn in Tokyo,1935.0,['Drama'],7.4,1820,"('An Inn in Tokyo', 1935.0)"
Top Hat,1935.0,"['Comedy', 'Musical', 'Romance']",7.7,22008,"('Top Hat', 1935.0)"
The Whole Town's Talking,1935.0,"['Comedy', 'Crime', 'Drama']",7.3,3792,"(""The Whole Town's Talking"", 1935.0)"
After the Thin Man,1936.0,"['Comedy', 'Crime', 'Mystery']",7.6,13060,"('After the Thin Man', 1936.0)"
Mr. Thank You,1936.0,"['Comedy', 'Drama']",7.3,1431,"('Mr. Thank You', 1936.0)"
The Lower Depths,1936.0,"['Crime', 'Drama', 'Romance']",7.5,3907,"('The Lower Depths', 1936.0)"
They Were Five,1936.0,['Drama'],7.5,1600,"('They Were Five', 1936.0)"
Black Legion,1937.0,"['Crime', 'Drama', 'Film-Noir']",7.0,4206,"('Black Legion', 1937.0)"
Bullets or Ballots,1936.0,"['Crime', 'Drama', 'Film-Noir']",7.0,3732,"('Bullets or Ballots', 1936.0)"
Captain January,1936.0,"['Comedy', 'Family', 'Musical']",7.0,1620,"('Captain January', 1936.0)"
The Charge of the Light Brigade,1936.0,"['Action', 'Adventure', 'Romance']",7.0,5803,"('The Charge of the Light Brigade', 1936.0)"
Charlie Chan at the Opera,1936.0,['Mystery'],7.1,2428,"('Charlie Chan at the Opera', 1936.0)"
Charlie Chan at the Race Track,1936.0,['Mystery'],7.1,1711,"('Charlie Chan at the Race Track', 1936.0)"
Craig's Wife,1936.0,['Drama'],7.2,1229,"(""Craig's Wife"", 1936.0)"
The Crime of Monsieur Lange,1936.0,"['Comedy', 'Crime', 'Drama']",7.2,4037,"('The Crime of Monsieur Lange', 1936.0)"
César,1936.0,['Drama'],7.6,1815,"('César', 1936.0)"
Desire,1936.0,"['Comedy', 'Crime', 'Romance']",7.1,3340,"('Desire', 1936.0)"
The Devil-Doll,1936.0,"['Drama', 'Horror', 'Sci-Fi']",7.0,5465,"('The Devil-Doll', 1936.0)"
Dodsworth,1936.0,"['Drama', 'Romance']",7.7,11000,"('Dodsworth', 1936.0)"
"Bizarre, Bizarre",1937.0,['Comedy'],7.4,2111,"('Bizarre, Bizarre', 1937.0)"
Follow the Fleet,1936.0,"['Comedy', 'Musical', 'Romance']",7.1,5002,"('Follow the Fleet', 1936.0)"
Fury,1936.0,"['Crime', 'Drama', 'Film-Noir']",7.8,14703,"('Fury', 1936.0)"
Sisters of the Gion,1936.0,['Drama'],7.4,3242,"('Sisters of the Gion', 1936.0)"
The Green Pastures,1936.0,['Drama'],7.0,1004,"('The Green Pastures', 1936.0)"
The Only Son,1936.0,['Drama'],7.7,4445,"('The Only Son', 1936.0)"
Libeled Lady,1936.0,"['Comedy', 'Romance']",7.8,9585,"('Libeled Lady', 1936.0)"
Little Lord Fauntleroy,1936.0,"['Drama', 'Family']",7.3,2821,"('Little Lord Fauntleroy', 1936.0)"
Mayerling,1936.0,"['Drama', 'Romance']",7.0,1037,"('Mayerling', 1936.0)"
Modern Times,1936.0,"['Comedy', 'Drama', 'Romance']",8.5,283833,"('Modern Times', 1936.0)"
Mr. Deeds Goes to Town,1936.0,"['Comedy', 'Drama', 'Romance']",7.8,24841,"('Mr. Deeds Goes to Town', 1936.0)"
My Man Godfrey,1936.0,"['Comedy', 'Drama', 'Romance']",7.9,28410,"('My Man Godfrey', 1936.0)"
Osaka Elegy,1936.0,"['Comedy', 'Drama']",7.2,2786,"('Osaka Elegy', 1936.0)"
Our Relations,1936.0,"['Comedy', 'Family']",7.3,3744,"('Our Relations', 1936.0)"
The Petrified Forest,1936.0,"['Drama', 'Thriller']",7.5,15888,"('The Petrified Forest', 1936.0)"
Poor Little Rich Girl,1936.0,"['Adventure', 'Comedy', 'Family']",7.0,1699,"('Poor Little Rich Girl', 1936.0)"
The Prisoner of Shark Island,1936.0,"['Biography', 'Drama', 'History']",7.2,2820,"('The Prisoner of Shark Island', 1936.0)"
Rembrandt,1936.0,"['Biography', 'Drama']",7.0,2195,"('Rembrandt', 1936.0)"
The Story of a Cheat,1936.0,['Comedy'],7.5,2748,"('The Story of a Cheat', 1936.0)"
Sabotage,1936.0,"['Crime', 'Thriller']",7.0,20450,"('Sabotage', 1936.0)"
San Francisco,1936.0,"['Drama', 'Music', 'Romance']",7.1,6541,"('San Francisco', 1936.0)"
Show Boat,1936.0,"['Comedy', 'Drama', 'Musical']",7.4,4039,"('Show Boat', 1936.0)"
The Story of Louis Pasteur,1936.0,"['Biography', 'Drama', 'History']",7.3,3488,"('The Story of Louis Pasteur', 1936.0)"
Stowaway,1936.0,"['Adventure', 'Family', 'Musical']",7.1,1595,"('Stowaway', 1936.0)"
Swing Time,1936.0,"['Comedy', 'Musical', 'Romance']",7.4,15496,"('Swing Time', 1936.0)"
Theodora Goes Wild,1936.0,"['Comedy', 'Mystery', 'Romance']",7.1,3237,"('Theodora Goes Wild', 1936.0)"
These Three,1936.0,"['Drama', 'Romance']",7.4,3462,"('These Three', 1936.0)"
Three Godfathers,1936.0,"['Drama', 'Western']",7.3,1186,"('Three Godfathers', 1936.0)"
Wife vs. Secretary,1936.0,"['Comedy', 'Drama', 'Romance']",7.0,4268,"('Wife vs. Secretary', 1936.0)"
Angel,1937.0,"['Comedy', 'Drama', 'Romance']",7.2,3703,"('Angel', 1937.0)"
The Awful Truth,1937.0,"['Comedy', 'Romance']",7.6,23158,"('The Awful Truth', 1937.0)"
Camille,1936.0,"['Drama', 'Romance']",7.3,9447,"('Camille', 1936.0)"
Captains Courageous,1937.0,"['Adventure', 'Drama', 'Family']",7.9,11813,"('Captains Courageous', 1937.0)"
Charlie Chan at the Olympics,1937.0,['Mystery'],7.0,1956,"('Charlie Chan at the Olympics', 1937.0)"
Charlie Chan on Broadway,1937.0,"['Crime', 'Mystery']",7.1,1738,"('Charlie Chan on Broadway', 1937.0)"
Confession,1937.0,"['Crime', 'Drama', 'Romance']",7.3,1369,"('Confession', 1937.0)"
A Day at the Races,1937.0,"['Comedy', 'Family', 'Musical']",7.5,15289,"('A Day at the Races', 1937.0)"
Dead End,1937.0,"['Crime', 'Drama', 'Film-Noir']",7.2,9526,"('Dead End', 1937.0)"
Easy Living,1937.0,"['Comedy', 'Romance']",7.5,4678,"('Easy Living', 1937.0)"
The Edge of the World,1937.0,"['Drama', 'History', 'Romance']",7.3,2364,"('The Edge of the World', 1937.0)"
The Good Earth,1937.0,"['Drama', 'Romance']",7.5,5722,"('The Good Earth', 1937.0)"
The Grand Illusion,1937.0,"['Drama', 'War']",8.1,40900,"('The Grand Illusion', 1937.0)"
Heidi,1937.0,"['Drama', 'Family', 'Musical']",7.2,5357,"('Heidi', 1937.0)"
History Is Made at Night,1937.0,"['Comedy', 'Drama', 'Romance']",7.4,2906,"('History Is Made at Night', 1937.0)"
The Hurricane,1937.0,"['Action', 'Adventure', 'Drama']",7.1,3354,"('The Hurricane', 1937.0)"
It's Love I'm After,1937.0,"['Comedy', 'Romance']",7.3,2940,"(""It's Love I'm After"", 1937.0)"
Kid Galahad,1937.0,"['Crime', 'Drama', 'Film-Noir']",7.2,4274,"('Kid Galahad', 1937.0)"
The Life of Emile Zola,1937.0,"['Biography', 'Drama']",7.1,9898,"('The Life of Emile Zola', 1937.0)"
Lost Horizon,1937.0,"['Adventure', 'Drama', 'Fantasy']",7.6,15618,"('Lost Horizon', 1937.0)"
Make Way for Tomorrow,1937.0,"['Drama', 'Romance']",8.1,10538,"('Make Way for Tomorrow', 1937.0)"
Two Merry Adventurers,1937.0,"['Comedy', 'Crime', 'Romance']",7.0,1066,"('Two Merry Adventurers', 1937.0)"
Marked Woman,1937.0,"['Crime', 'Drama', 'Film-Noir']",7.1,5463,"('Marked Woman', 1937.0)"
Maytime,1937.0,"['Drama', 'Musical', 'Mystery']",7.2,1267,"('Maytime', 1937.0)"
My Favorite Wife,1940.0,"['Comedy', 'Romance']",7.2,12559,"('My Favorite Wife', 1940.0)"
Night Must Fall,1937.0,"['Drama', 'Mystery', 'Thriller']",7.2,3307,"('Night Must Fall', 1937.0)"
Humanity and Paper Balloons,1937.0,['Drama'],7.6,2449,"('Humanity and Paper Balloons', 1937.0)"
"Oh, Mr. Porter!",1937.0,"['Adventure', 'Comedy', 'Crime']",7.4,1968,"('Oh, Mr. Porter!', 1937.0)"
The Prince and the Pauper,1937.0,"['Adventure', 'Drama', 'Family']",7.2,3150,"('The Prince and the Pauper', 1937.0)"
The Prisoner of Zenda,1937.0,"['Adventure', 'Drama', 'Romance']",7.6,5419,"('The Prisoner of Zenda', 1937.0)"
Pépé le Moko,1937.0,"['Crime', 'Drama', 'Romance']",7.6,8663,"('Pépé le Moko', 1937.0)"
Seventh Heaven,1937.0,"['Drama', 'Romance']",7.0,1205,"('Seventh Heaven', 1937.0)"
Shall We Dance,1937.0,"['Comedy', 'Musical', 'Romance']",7.4,8339,"('Shall We Dance', 1937.0)"
What Did the Lady Forget?,1937.0,"['Comedy', 'Drama']",7.0,1444,"('What Did the Lady Forget?', 1937.0)"
Snow White and the Seven Dwarfs,1937.0,"['Adventure', 'Animation', 'Family']",7.6,237327,"('Snow White and the Seven Dwarfs', 1937.0)"
Stage Door,1937.0,"['Comedy', 'Drama', 'Romance']",7.7,9772,"('Stage Door', 1937.0)"
A Star Is Born,1937.0,"['Drama', 'Romance']",7.3,11804,"('A Star Is Born', 1937.0)"
Stella Dallas,1937.0,"['Drama', 'Romance']",7.4,6940,"('Stella Dallas', 1937.0)"
They Won't Forget,1937.0,"['Drama', 'Film-Noir', 'Mystery']",7.2,2131,"(""They Won't Forget"", 1937.0)"
Topper,1937.0,"['Comedy', 'Fantasy', 'Romance']",7.2,9016,"('Topper', 1937.0)"
Un Carnet de bal,1937.0,['Drama'],7.4,1112,"('Un Carnet de bal', 1937.0)"
Way Out West,1937.0,"['Comedy', 'Family', 'Western']",7.6,9537,"('Way Out West', 1937.0)"
You Only Live Once,1937.0,"['Crime', 'Drama', 'Film-Noir']",7.2,8238,"('You Only Live Once', 1937.0)"
The Adventures of Robin Hood,1938.0,"['Action', 'Adventure', 'Romance']",7.9,57484,"('The Adventures of Robin Hood', 1938.0)"
The Adventures of Tom Sawyer,1938.0,"['Adventure', 'Drama', 'Family']",7.0,2471,"('The Adventures of Tom Sawyer', 1938.0)"
Alexander Nevsky,1938.0,"['Action', 'Biography', 'Drama']",7.5,13087,"('Alexander Nevsky', 1938.0)"
The Amazing Dr. Clitterhouse,1938.0,"['Crime', 'Drama']",7.0,3232,"('The Amazing Dr. Clitterhouse', 1938.0)"
Angels with Dirty Faces,1938.0,"['Crime', 'Drama', 'Film-Noir']",7.9,24705,"('Angels with Dirty Faces', 1938.0)"
Block-Heads,1938.0,"['Comedy', 'Family', 'War']",7.5,4902,"('Block-Heads', 1938.0)"
Bluebeard's Eighth Wife,1938.0,"['Comedy', 'Romance']",7.1,5192,"(""Bluebeard's Eighth Wife"", 1938.0)"
Boys Town,1938.0,"['Biography', 'Drama', 'Family']",7.2,6877,"('Boys Town', 1938.0)"
Bringing Up Baby,1938.0,['Comedy'],7.8,70078,"('Bringing Up Baby', 1938.0)"
The Human Beast,1938.0,"['Crime', 'Drama']",7.5,8967,"('The Human Beast', 1938.0)"
A Christmas Carol,1938.0,"['Drama', 'Family', 'Fantasy']",7.5,9970,"('A Christmas Carol', 1938.0)"
The Citadel,1938.0,['Drama'],7.0,2581,"('The Citadel', 1938.0)"
The Dawn Patrol,1938.0,"['Drama', 'War']",7.5,3624,"('The Dawn Patrol', 1938.0)"
Boys' School,1938.0,"['Drama', 'Mystery']",7.3,1025,"(""Boys' School"", 1938.0)"
The Baker's Wife,1938.0,"['Comedy', 'Drama']",7.5,2684,"(""The Baker's Wife"", 1938.0)"
Holiday,1938.0,"['Comedy', 'Romance']",7.7,20022,"('Holiday', 1938.0)"
Hotel du Nord,1938.0,"['Comedy', 'Drama', 'Romance']",7.5,3578,"('Hotel du Nord', 1938.0)"
If I Were King,1938.0,"['Adventure', 'History']",7.1,1136,"('If I Were King', 1938.0)"
Jezebel,1938.0,"['Drama', 'Romance']",7.4,16244,"('Jezebel', 1938.0)"
A Woman's Face,1938.0,['Drama'],7.0,1284,"(""A Woman's Face"", 1938.0)"
The Lady Vanishes,1938.0,"['Crime', 'Drama', 'Mystery']",7.7,61000,"('The Lady Vanishes', 1938.0)"
Marie Antoinette,1938.0,"['Biography', 'Drama', 'History']",7.3,3549,"('Marie Antoinette', 1938.0)"
La Marseillaise,1938.0,"['Drama', 'History', 'War']",7.0,1506,"('La Marseillaise', 1938.0)"
Merrily We Live,1938.0,"['Comedy', 'Romance']",7.3,2546,"('Merrily We Live', 1938.0)"
Olympia Part One: Festival of the Nations,1938.0,"['Documentary', 'Sport']",7.7,5691,"('Olympia Part One: Festival of the Nations', 1938.0)"
Olympia Part Two: Festival of Beauty,1938.0,"['Documentary', 'Sport']",7.6,4670,"('Olympia Part Two: Festival of Beauty', 1938.0)"
Pygmalion,1938.0,"['Comedy', 'Drama', 'Romance']",7.7,10430,"('Pygmalion', 1938.0)"
Port of Shadows,1938.0,"['Crime', 'Drama', 'Romance']",7.7,10808,"('Port of Shadows', 1938.0)"
Rebecca of Sunnybrook Farm,1938.0,"['Comedy', 'Drama', 'Family']",7.0,2099,"('Rebecca of Sunnybrook Farm', 1938.0)"
A Slight Case of Murder,1938.0,"['Comedy', 'Crime']",7.0,2743,"('A Slight Case of Murder', 1938.0)"
Three Comrades,1938.0,"['Drama', 'Romance']",7.1,2324,"('Three Comrades', 1938.0)"
Vivacious Lady,1938.0,"['Comedy', 'Romance']",7.1,4887,"('Vivacious Lady', 1938.0)"
You Can't Take It with You,1938.0,"['Comedy', 'Drama', 'Romance']",7.8,30162,"(""You Can't Take It with You"", 1938.0)"
The Young in Heart,1938.0,"['Comedy', 'Drama']",7.3,1848,"('The Young in Heart', 1938.0)"
The Adventures of Sherlock Holmes,1939.0,"['Crime', 'Mystery', 'Thriller']",7.2,8116,"('The Adventures of Sherlock Holmes', 1939.0)"
Another Thin Man,1939.0,"['Comedy', 'Crime', 'Mystery']",7.4,8779,"('Another Thin Man', 1939.0)"
Ask a Policeman,1939.0,"['Adventure', 'Comedy', 'Crime']",7.3,1105,"('Ask a Policeman', 1939.0)"
Bachelor Mother,1939.0,"['Comedy', 'Romance']",7.5,5150,"('Bachelor Mother', 1939.0)"
Beau Geste,1939.0,"['Action', 'Adventure', 'Drama']",7.5,7051,"('Beau Geste', 1939.0)"
The Cat and the Canary,1939.0,"['Comedy', 'Horror', 'Mystery']",7.1,4223,"('The Cat and the Canary', 1939.0)"
Charlie Chan at Treasure Island,1939.0,"['Action', 'Crime', 'Mystery']",7.2,2016,"('Charlie Chan at Treasure Island', 1939.0)"
Charlie Chan in Reno,1939.0,['Mystery'],7.0,1637,"('Charlie Chan in Reno', 1939.0)"
Dark Victory,1939.0,"['Drama', 'Romance']",7.4,13340,"('Dark Victory', 1939.0)"
Destry Rides Again,1939.0,"['Comedy', 'Western']",7.6,13410,"('Destry Rides Again', 1939.0)"
Dodge City,1939.0,['Western'],7.1,6273,"('Dodge City', 1939.0)"
Drums Along the Mohawk,1939.0,"['Drama', 'Romance', 'War']",7.0,7334,"('Drums Along the Mohawk', 1939.0)"
Each Dawn I Die,1939.0,"['Crime', 'Drama', 'Film-Noir']",7.2,4166,"('Each Dawn I Die', 1939.0)"
La fin du jour,1939.0,['Drama'],7.8,1149,"('La fin du jour', 1939.0)"
Five Came Back,1939.0,"['Adventure', 'Crime', 'Drama']",7.1,2596,"('Five Came Back', 1939.0)"
The Four Feathers,1939.0,"['Adventure', 'Drama', 'History']",7.4,7044,"('The Four Feathers', 1939.0)"
Angel Street,1940.0,"['Drama', 'Mystery', 'Romance']",7.3,5854,"('Angel Street', 1940.0)"
Gone with the Wind,1939.0,"['Drama', 'Romance', 'War']",8.2,354591,"('Gone with the Wind', 1939.0)"
"Goodbye, Mr. Chips",1939.0,"['Drama', 'Romance']",7.9,12271,"('Goodbye, Mr. Chips', 1939.0)"
Gunga Din,1939.0,"['Adventure', 'Comedy', 'War']",7.2,13563,"('Gunga Din', 1939.0)"
The Hound of the Baskervilles,1939.0,"['Crime', 'Mystery', 'Thriller']",7.4,12774,"('The Hound of the Baskervilles', 1939.0)"
The Hunchback of Notre Dame,1939.0,"['Drama', 'Romance']",7.8,13246,"('The Hunchback of Notre Dame', 1939.0)"
In Name Only,1939.0,"['Drama', 'Romance']",7.0,3900,"('In Name Only', 1939.0)"
Jesse James,1939.0,"['Drama', 'Western']",7.0,5383,"('Jesse James', 1939.0)"
Daybreak,1939.0,"['Crime', 'Drama', 'Romance']",7.7,8831,"('Daybreak', 1939.0)"
The Little Princess,1939.0,"['Comedy', 'Drama', 'Family']",7.2,7262,"('The Little Princess', 1939.0)"
Love Affair,1939.0,"['Comedy', 'Drama', 'Romance']",7.3,7145,"('Love Affair', 1939.0)"
The Man in the Iron Mask,1939.0,"['Adventure', 'History', 'Romance']",7.0,2227,"('The Man in the Iron Mask', 1939.0)"
Midnight,1939.0,"['Comedy', 'Romance']",7.8,6373,"('Midnight', 1939.0)"
Mr. Smith Goes to Washington,1939.0,"['Comedy', 'Drama']",8.1,128881,"('Mr. Smith Goes to Washington', 1939.0)"
Ninotchka,1939.0,"['Comedy', 'Romance']",7.8,24675,"('Ninotchka', 1939.0)"
Of Mice and Men,1939.0,"['Adventure', 'Drama']",7.8,7456,"('Of Mice and Men', 1939.0)"
The Old Maid,1939.0,['Drama'],7.4,4318,"('The Old Maid', 1939.0)"
On Borrowed Time,1939.0,"['Drama', 'Family', 'Fantasy']",7.7,2448,"('On Borrowed Time', 1939.0)"
Only Angels Have Wings,1939.0,"['Adventure', 'Drama', 'Romance']",7.6,17241,"('Only Angels Have Wings', 1939.0)"
The Private Lives of Elizabeth and Essex,1939.0,"['Biography', 'Drama', 'History']",7.0,6610,"('The Private Lives of Elizabeth and Essex', 1939.0)"
The Roaring Twenties,1939.0,"['Crime', 'Drama', 'Thriller']",7.9,17233,"('The Roaring Twenties', 1939.0)"
The Rules of the Game,1939.0,"['Comedy', 'Drama']",7.9,33219,"('The Rules of the Game', 1939.0)"
Son of Frankenstein,1939.0,"['Drama', 'Horror', 'Sci-Fi']",7.0,13238,"('Son of Frankenstein', 1939.0)"
Stagecoach,1939.0,"['Adventure', 'Drama', 'Western']",7.8,58341,"('Stagecoach', 1939.0)"
Stanley and Livingstone,1939.0,"['Adventure', 'Drama', 'History']",7.0,1659,"('Stanley and Livingstone', 1939.0)"
The Stars Look Down,1940.0,['Drama'],7.0,1298,"('The Stars Look Down', 1940.0)"
The Story of Alexander Graham Bell,1939.0,"['Biography', 'Drama', 'History']",7.0,1261,"('The Story of Alexander Graham Bell', 1939.0)"
Union Pacific,1939.0,"['Drama', 'Western']",7.1,3824,"('Union Pacific', 1939.0)"
